sample,fastq_1,fastq_2
AccuraCode_V1,https://github.com/singleron-RD/bulk_rna_test_data/raw/master/AccuraCode_V1/fastq/AccuraCode_V1.R1.fastq.gz,https://github.com/singleron-RD/bulk_rna_test_data/raw/master/AccuraCode_V1/fastq/AccuraCode_V1.R2.fastq.gz
